ID,MSZoning,Street,Alley,LotArea,LotShape,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,CentralAir,Electrical,1stFlrSF,2ndFlrSF,TotFlrSF,LowQualFinSF,GrLivArea,Bath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,Fence,MiscFeature,MiscVal,DaSold,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1156,RM,Grvl,Pave,66,IR1,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,2,1,2001,2001,Flat,Metal,BrkComm,AsphShn,Gd,Ex,Stone,N,SBrkr,66,66,132,0,132,2,3,1,Ex,4,Sal,Attchd,RFn,1,10,Gd,Ex,GdPrv,NA,0,9,4,2002,Con,Normal,120000000
1157,RM,Grvl,Pave,88,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,2,4,2012,2012,Flat,Metal,AsphShn,AsphShn,Gd,Ex,BrkTil,N,SBrkr,88,88,176,0,176,2,3,1,Ex,4,Sev,CarPort,RFn,1,10,Ex,Ex,GdPrv,NA,0,11,4,2013,Con,Normal,250000000
1158,C,Pave,NA,150,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,3,2,5,2010,2010,Flat,Metal,AsphShn,Wd,Ex,Gd,BrkTil,N,SBrkr,150,150,450,0,450,3,0,0,NA,0,Mod,NA,NA,0,0,NA,NA,NA,NA,0,20,7,2011,Con,Normal,600000000
1159,C,Pave,NA,120,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,2,3,5,2001,2001,Shed,Metal,AsphShn,Plywood,Ex,Gd,BrkTil,N,SBrkr,120,120,240,0,240,2,0,0,NA,0,Mod,NA,NA,0,0,NA,NA,NA,NA,0,3,5,2002,CWD,Normal,500000000
1160,C,Pave,NA,120,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,2,4,6,2015,2015,Shed,Metal,AsphShn,Plywood,Ex,Gd,BrkTil,N,SBrkr,120,120,240,0,240,2,0,0,NA,0,Min1,NA,NA,0,0,NA,NA,NA,NA,0,25,12,2016,CWD,Family,1000000000
1161,C,Pave,NA,200,IR1,Lvl,AllPub,Gtl,BGR,Artery,Feedr,2,4,8,2009,2009,Shed,Metal,AsphShn,Plywood,Ex,Ex,BrkTil,N,SBrkr,200,200,400,0,400,2,0,0,NA,0,Typ,NA,NA,0,0,NA,NA,NA,NA,0,13,4,2010,CWD,Family,350000000
1162,RL,Grvl,Pave,150,Reg,Lvl,AllPub,Gtl,BGR,Artery,Feedr,1,7,6,2003,2003,Shed,Metal,AsphShn,Plywood,Po,Po,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,TA,4,Min1,CarPort,RFn,1,20,Ex,Ex,GdPrv,NA,0,4,3,2004,VWD,Normal,300000000
1163,RL,Pave,Pave,120,Reg,Lvl,AllPub,Gtl,BGR,Artery,Feedr,1,7,6,2018,2018,Gable,Metal,AsphShn,Plywood,Po,Po,BrkTil,N,SBrkr,120,0,120,0,120,1,2,1,TA,3,Min1,CarPort,RFn,1,20,Ex,Ex,GdPrv,NA,0,30,4,2019,VWD,Normal,400000000
1164,RL,Pave,Pave,200,Reg,Lvl,AllPub,Gtl,BGR,Artery,Feedr,1,7,9,2013,2013,Gable,Metal,AsphShn,Plywood,Po,Po,BrkTil,N,SBrkr,200,0,200,0,200,1,2,1,TA,3,Typ,CarPort,RFn,1,20,Ex,Ex,GdPrv,NA,0,21,8,2014,VWD,Normal,450000000
1165,RL,Grvl,Pave,4000,Reg,Lvl,AllPub,Gtl,BGR,Artery,Feedr,1,7,8,2017,2017,Gable,Metal,BrkComm,Wd,Po,TA,BrkTil,N,SBrkr,3500,0,3500,0,3500,3,9,2,TA,11,Typ,BuiltIn,Fin,5,150,Ex,Ex,GdPrv,Swp,85000000,8,7,2018,VWD,Normal,3700000000
1166,RL,Pave,Pave,66,Reg,Lvl,AllPub,Gtl,BGR,Artery,Feedr,1,7,8,2005,2005,Gable,Metal,BrkComm,Wd,Po,TA,BrkTil,N,SBrkr,66,0,66,0,66,1,2,1,Gd,3,Typ,BuiltIn,Fin,1,10,Ex,Ex,MnWw,NA,0,16,9,2006,VWD,Normal,130000000
1167,RL,Grvl,Pave,72,Reg,Lvl,AllPub,Gtl,BGR,Artery,Feedr,1,8,9,2019,2019,Gable,Metal,BrkComm,Wd,Po,TA,BrkTil,N,SBrkr,72,0,72,0,72,1,2,1,Gd,3,Typ,BuiltIn,Fin,1,10,Ex,Ex,MnWw,NA,0,11,6,2019,VWD,Normal,320000000
1168,RL,Pave,Grvl,88,Reg,Lvl,AllPub,Gtl,BGR,Artery,Feedr,1.5,9,9,2000,2000,Mansard,Metal,BrkComm,AsphShn,Gd,Gd,Stone,N,SBrkr,88,44,132,0,132,1,3,1,Gd,4,Typ,BuiltIn,Fin,1,10,Ex,Ex,MnWw,NA,0,23,9,2001,VWD,Normal,110000000
1169,RL,Pave,Grvl,90,Reg,Lvl,AllPub,Gtl,BGR,Artery,Norm,2,9,6,2005,2005,Mansard,Metal,BrkComm,AsphShn,Gd,Gd,Stone,N,SBrkr,90,90,180,0,180,2,3,1,Gd,4,Min1,Detchd,Fin,1,15,Ex,Ex,MnWw,NA,0,7,8,2006,VWD,Normal,250000000
1170,RL,Pave,Grvl,90,Reg,Lvl,AllPub,Gtl,BGR,Artery,Norm,2,9,6,2003,2003,Mansard,Cly,BrkComm,AsphShn,Gd,Gd,Stone,N,SBrkr,90,90,180,0,180,2,3,1,Po,4,Min1,Detchd,Fin,1,15,Ex,Ex,MnWw,NA,0,11,6,2004,CWD,Normal,150000000
1171,RL,Pave,Grvl,66,Reg,Lvl,AllPub,Gtl,BGR,Artery,Norm,2,9,7,2007,2007,Mansard,Cly,AsphShn,Wd,Gd,TA,Stone,N,SBrkr,66,66,132,0,132,2,3,1,Po,4,Min1,Detchd,Fin,1,10,Ex,Ex,GdPrv,NA,0,5,9,2008,CWD,Normal,180000000
1172,RL,Pave,Grvl,400,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,2,9,7,2005,2005,Mansard,Cly,AsphShn,Wd,Gd,TA,Stone,N,SBrkr,400,400,800,0,800,2,6,1,Po,7,Min1,Detchd,Fin,1,20,Ex,Ex,GdPrv,NA,0,5,10,2006,CWD,Normal,450000000
1173,RP,Grvl,Grvl,300,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,2,9,7,2016,2016,Mansard,Cly,AsphShn,Wd,Ex,Gd,Stone,N,SBrkr,300,300,600,0,600,2,5,1,Po,6,Min1,Attchd,Fin,1,20,Ex,Ex,GdPrv,NA,0,3,10,2017,CWD,Normal,900000000
1174,RP,Grvl,Grvl,55,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,2,9,7,2014,2014,Flat,Cly,AsphShn,Wd,Ex,Gd,Stone,N,SBrkr,55,55,110,0,110,2,3,1,Po,4,Min1,Attchd,Fin,1,15,Ex,Ex,GdPrv,NA,0,25,5,2015,CWD,Normal,250000000
1175,RP,Grvl,Grvl,77,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,2,9,8,2000,2000,Flat,Cly,AsphShn,Wd,Ex,Gd,Stone,N,SBrkr,77,77,154,0,154,2,3,1,Gd,4,Typ,Attchd,Fin,1,15,Ex,Ex,GdPrv,NA,0,12,8,2001,CWD,Normal,120000000
1176,RP,Grvl,Grvl,88,Reg,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,8,2014,2014,Flat,Cly,BrkComm,AsphShn,Ex,Gd,Stone,N,SBrkr,88,0,88,0,88,1,2,1,Gd,3,Typ,Attchd,Fin,1,10,Gd,Ex,GdPrv,NA,0,29,4,2015,CWD,Normal,200000000
1177,RL,Grvl,Grvl,100,Reg,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,8,2020,2020,Flat,Cly,BrkComm,AsphShn,Ex,Ex,BrkTil,N,SBrkr,100,0,100,0,100,1,2,1,Gd,3,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,16,11,2020,CWD,Normal,600000000
1178,RL,Grvl,Pave,120,Reg,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,9,2003,2003,Flat,Cly,BrkComm,AsphShn,Ex,Ex,BrkTil,N,SBrkr,120,0,120,0,120,1,2,1,Gd,3,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,12,4,2004,CWD,Normal,200000000
1179,RL,Grvl,Pave,36,Reg,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,9,2011,2011,Gable,Metal,BrkComm,AsphShn,Ex,Ex,BrkTil,N,SBrkr,36,0,36,0,36,1,1,1,Gd,2,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,30,10,2012,CWD,Normal,110000000
1180,RL,Grvl,Pave,88,Reg,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,9,2015,2015,Gable,Metal,Stone,Plywood,Ex,Ex,BrkTil,N,SBrkr,88,0,88,0,88,1,2,1,Ex,3,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,26,5,2016,CWD,Normal,150000000
1181,RL,Pave,Pave,110,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,10,2003,2003,Gable,Metal,Stone,Plywood,Ex,Ex,Stone,N,SBrkr,110,0,110,0,110,1,2,1,Ex,3,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,25,4,2004,CWD,Normal,250000000
1182,RL,Pave,Pave,48,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,5,2004,2004,Gable,Metal,Stone,Plywood,Ex,Gd,Stone,N,SBrkr,48,0,48,0,48,1,1,1,Ex,2,Mod,Attchd,Fin,1,5,Gd,Gd,GdPrv,NA,0,27,8,2005,CWD,Normal,80000000
1183,RL,Pave,Pave,72,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,10,5,2003,2003,Shed,Cly,Stone,Plywood,Gd,TA,Stone,N,SBrkr,72,0,72,0,72,1,2,1,Ex,3,Mod,Attchd,Fin,1,10,Gd,Gd,GdPrv,NA,0,18,10,2004,CWD,Normal,120000000
1184,RL,Pave,Pave,66,IR1,Lvl,AllPub,Gtl,BGR,Feedr,Norm,1,6,6,2002,2002,Shed,Cly,Stone,Plywood,Gd,TA,Stone,N,SBrkr,66,0,66,0,66,1,2,1,Ex,3,Min1,Detchd,RFn,1,10,Gd,Gd,GdPrv,NA,0,20,3,2003,CWD,Normal,90000000
1185,RL,Pave,Pave,88,IR1,Lvl,AllPub,Gtl,BGR,Norm,Norm,1,6,7,2015,2015,Shed,Cly,Stone,Plywood,Gd,TA,Stone,N,SBrkr,88,0,88,0,88,1,2,1,Ex,3,Min1,Detchd,RFn,1,20,Gd,Gd,GdPrv,NA,0,20,7,2016,CWD,Normal,250000000
1186,RL,Pave,Pave,90,IR1,Lvl,AllPub,Gtl,BGR,Norm,Norm,1,6,7,2011,2011,Shed,Cly,Stone,Plywood,Gd,TA,BrkTil,N,SBrkr,90,0,90,0,90,1,2,1,Ex,3,Min1,Detchd,RFn,1,20,Gd,TA,GdPrv,NA,0,12,7,2012,CWD,Normal,250000000
1187,RL,Pave,Pave,95,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,1,6,6,2017,2017,Shed,Cly,BrkComm,Plywood,Gd,TA,BrkTil,N,SBrkr,95,0,95,0,95,1,2,1,Ex,3,Min1,Detchd,RFn,1,20,Gd,TA,GdPrv,NA,0,10,6,2018,CWD,Normal,300000000
1188,RL,Pave,Pave,66,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,1,7,6,2021,2021,Shed,Cly,BrkComm,Wd,Gd,TA,BrkTil,N,SBrkr,66,0,66,0,66,1,2,1,Ex,3,Min1,Detchd,RFn,1,20,Gd,TA,GdPrv,NA,0,3,11,2021,VWD,Normal,180000000
1189,RL,Pave,Pave,88,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,7,8,2015,2015,Gable,Cly,BrkComm,Wd,Gd,Po,BrkTil,N,SBrkr,88,88,176,0,176,2,3,1,Ex,4,Typ,Detchd,RFn,1,20,Gd,TA,GdPrv,NA,0,29,9,2016,VWD,Normal,350000000
1190,RL,Pave,Pave,72,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,7,8,2018,2018,Gable,Cly,BrkComm,Wd,Gd,Po,BrkTil,N,SBrkr,72,72,144,0,144,2,3,1,Ex,4,Typ,Detchd,RFn,1,20,Gd,TA,GdPrv,NA,0,13,8,2019,VWD,Normal,330000000
1191,RL,Grvl,Grvl,48,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,7,9,2007,2007,Gable,Cly,BrkComm,Wd,Gd,Po,BrkTil,N,SBrkr,48,48,96,0,96,2,3,1,Gd,4,Typ,Detchd,RFn,1,20,Gd,TA,GdPrv,NA,0,14,12,2008,VWD,Normal,250000000
1192,RL,Pave,Grvl,48,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,9,8,2009,2009,Gable,Metal,BrkComm,Wd,Gd,Po,BrkTil,N,SBrkr,48,48,96,0,96,2,3,1,Gd,4,Typ,Detchd,RFn,1,20,Gd,TA,GdPrv,NA,0,13,1,2010,VWD,Normal,185000000
1193,RP,Grvl,Grvl,99,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,9,8,2013,2013,Gable,Metal,BrkComm,Wd,Gd,Po,BrkTil,N,SBrkr,99,99,198,0,198,2,3,1,Gd,4,Typ,Attchd,RFn,1,20,Gd,TA,GdPrv,NA,0,31,9,2014,VWD,Normal,250000000
1194,RP,Grvl,Grvl,90,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,8,7,2006,2006,Mansard,Metal,BrkComm,Wd,Gd,Po,BrkTil,N,SBrkr,90,90,180,0,180,2,3,1,Gd,4,Min1,Attchd,RFn,1,20,Gd,TA,GdPrv,NA,0,17,2,2007,VWD,Normal,320000000
1195,RM,Grvl,Grvl,55,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,5,7,2014,2014,Mansard,Metal,BrkComm,Wd,Po,Gd,BrkTil,N,SBrkr,55,55,110,0,110,2,3,1,Gd,4,Min1,Attchd,RFn,1,20,Gd,Gd,GdPrv,NA,0,20,10,2015,VWD,Normal,220000000
1196,RH,Grvl,Grvl,88,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,5,7,2005,2005,Mansard,Metal,BrkComm,Wd,Po,Gd,BrkTil,N,SBrkr,88,88,176,0,176,2,3,1,Gd,4,Min1,Attchd,RFn,1,20,Gd,Gd,GdPrv,NA,0,22,6,2006,VWD,Normal,180000000
1197,RM,Pave,Pave,84,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,5,4,2010,2010,Mansard,Metal,Stone,Plywood,Po,Gd,BrkTil,N,SBrkr,84,84,168,0,168,2,3,1,Gd,4,Sev,Attchd,RFn,1,20,Gd,Gd,GdPrv,NA,0,6,4,2011,Con,Normal,250000000
1198,RM,Pave,Pave,120,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,5,4,2001,2001,Mansard,Metal,Stone,Plywood,Po,Gd,BrkTil,N,SBrkr,120,120,240,0,240,2,4,1,Gd,5,Sev,Detchd,RFn,1,20,Gd,Gd,GdPrv,NA,0,27,1,2002,Con,Normal,270000000
1199,RH,Pave,Pave,99,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,6,4,2012,2012,Mansard,Metal,Stone,Plywood,Po,Gd,BrkTil,N,SBrkr,99,99,198,0,198,2,3,1,Gd,4,Sev,Detchd,Fin,1,20,Gd,Ex,GdPrv,NA,0,28,11,2013,CWD,Normal,280000000
1200,RH,Grvl,Grvl,95,Reg,Lvl,AllPub,Gtl,BGR,Norm,Norm,2,6,3,2014,2014,Mansard,Metal,AsphShn,Plywood,Po,Gd,BrkTil,N,SBrkr,95,95,190,0,190,2,3,1,Gd,4,Sev,Detchd,Fin,1,20,Gd,Ex,GdPrv,NA,0,6,10,2015,CWD,Normal,400000000
1201,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,6,7,2002,2003,Flat,Membran,AsbShng,NA,Ex,Gd,PConc,Y,SBrkr,20,0,220,0,220,2,2,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,11,1,2019,WD,Normal,350000000
1202,RL,Grvl,Grvl,120,IR3,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,7,7,2001,2002,Hip,ClyTile,AsphShn,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,50,188,3,3,1,Ex,5,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,TenC,0,2,9,2020,CWD,Normal,2500000000
1203,RM,Pave,Pave,180,IR3,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,8,8,1998,2015,Gambrel,ClyTile,BrkComm,NA,Ex,Gd,BrkTil,Y,SBrkr,120,120,240,0,200,4,2,1,Gd,6,Typ,Attchd,Fin,2,40,Gd,Gd,NA,Elev,0,11,7,2021,VWD,Normal,3000000000
1204,RP,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,9,8,1996,2011,Hip,ClyTile,BrkFace,NA,Gd,Gd,BrkTil,N,FuseA,150,150,300,75,287,3,3,1,Ex,4,Min 2,carport,Fin,1,13,Ex,Ex,MnPrv,TenC,0,20,1,2018,COD,Normal,4000000000
1205,RL,Pave,Pave,150,IR3,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,10,8,1995,2017,Gambrel,ClyTile,CBlock,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,0,180,2,2,1,Gd,5,Typ,carport,Fin,1,20,NA,NA,NA,Elev,0,24,4,2020,WD,Normal,2750000000
1206,RM,Grvl,Grvl,160,IR3,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,9,8,1994,2021,Hip,ClyTile,CemntBd,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,50,186,3,3,1,Ex,6,Typ,Detchd,RFn,1,14,Gd,Gd,GdWo,TenC,0,11,1,2020,CWD,Normal,2800000000
1207,RP,Pave,Pave,250,IR3,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,6,8,1987,2015,Gambrel,ClyTile,HdBoard,NA,Ex,Gd,BrkTil,Y,SBrkr,200,200,400,0,385,4,3,1,Gd,4,Typ,Attchd,Fin,1,15,Ex,Ex,GdPrv,TenC,0,22,7,2019,VWD,Normal,5000000000
1208,RH,Pave,NA,15,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,7,8,1990,2018,Flat,Membran,ImStucc,NA,Gd,Gd,PConc,N,FuseA,15,0,15,0,15,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,15,7,2018,COD,Normal,3000000000
1209,C,Pave,Pave,90,Reg,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,8,8,2002,2007,Flat,ClyTile,Plywood,NA,Ex,Gd,BrkTil,Y,SBrkr,90,90,180,0,166,2,3,1,Gd,6,Typ,Attchd,RFn,1,14,Gd,Gd,GdPrv,NA,0,18,8,2020,WD,Normal,1000000000
1210,I,Grvl,Grvl,10000,Reg,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,7,8,2001,2009,Flat,Metal,MetalSd,NA,Gd,Gd,BrkTil,N,FuseA,9000,40,9040,0,9025,3,3,1,Ex,4,Typ,carport,Fin,1,15,Ex,Ex,MnPrv,NA,0,25,11,2019,CWD,Normal,50000000000
1211,RL,Pave,Pave,144,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,6,8,1998,2013,Hip,ClyTile,PreCast,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,0,186,4,3,1,Gd,5,Typ,Detchd,RFn,1,14,Gd,Gd,GdWo,NA,0,28,2,2019,VWD,Normal,2500000000
1212,RM,Grvl,Grvl,146,IR2,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,7,8,1996,2006,Gambrel,ClyTile,Stone,NA,Gd,Gd,BrkTil,N,FuseA,120,120,240,0,225,3,3,1,Ex,6,Typ,Attchd,Fin,1,15,Ex,Ex,GdPrv,NA,0,6,11,2019,COD,Normal,2400000000
1213,RP,Pave,Pave,126,IR2,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,8,1995,2014,Hip,ClyTile,Stucco,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,0,185,2,3,1,Gd,7,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,21,6,2019,WD,Normal,2000000000
1214,RH,Pave,NA,25,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,7,7,1994,2005,Flat,Membran,VinylSd,NA,Gd,Gd,PConc,N,FuseA,25,0,25,0,25,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,12,4,2018,CWD,Normal,370000000
1215,RH,Pave,NA,14,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,6,8,1987,2010,Flat,Membran,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,14,0,14,0,14,4,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,16,1,2018,VWD,Normal,280000000
1216,RL,Grvl,Grvl,120,IR2,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,7,9,1990,2001,Hip,ClyTile,PreCast,NA,Gd,Gd,BrkTil,N,FuseA,110,110,220,0,205,3,3,1,Ex,6,Typ,Detchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,14,7,2020,COD,Normal,2500000000
1217,RM,Pave,Pave,180,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,8,8,2002,2012,Hip,ClyTile,Stone,NA,Ex,Gd,BrkTil,Y,SBrkr,160,160,320,0,305,2,3,1,Gd,7,Typ,Attchd,Fin,1,15,Ex,Ex,MnPrv,NA,0,10,12,2019,WD,Normal,3000000000
1218,RP,Grvl,Grvl,200,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,7,7,2001,2014,Hip,ClyTile,Stucco,NA,Gd,Gd,BrkTil,N,FuseA,180,180,360,0,345,3,3,1,Ex,6,Typ,carport,Fin,1,15,Gd,Gd,GdWo,NA,0,4,12,2018,CWD,Normal,4000000000
1219,RL,Pave,Pave,150,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,6,8,1998,2017,Hip,ClyTile,VinylSd,NA,Ex,Gd,BrkTil,Y,SBrkr,130,130,260,0,245,4,3,1,Gd,5,Typ,Detchd,Fin,1,15,Ex,Ex,GdPrv,NA,0,8,9,2019,VWD,Normal,2750000000
1220,RM,Grvl,Grvl,160,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,7,9,1996,2018,Hip,ClyTile,Wd,NA,Gd,Gd,BrkTil,N,FuseA,145,145,290,0,275,3,3,1,Ex,6,Typ,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,3,11,2020,COD,Normal,2800000000
1221,RP,Pave,Pave,250,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,8,8,1995,2015,Hip,ClyTile,HdBoard,NA,Ex,Gd,BrkTil,Y,SBrkr,230,230,460,0,445,2,3,1,Gd,7,Typ,Attchd,Fin,1,15,Ex,Ex,GdWo,NA,0,23,3,2018,WD,Normal,5500000000
1222,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,8,7,1994,2016,Flat,Membran,ImStucc,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,20,3,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,10,8,2018,CWD,Normal,290000000
1223,C,Pave,Pave,96,Reg,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,8,8,1987,2014,Flat,ClyTile,Plywood,NA,Ex,Gd,BrkTil,Y,SBrkr,96,96,192,0,192,4,3,1,Gd,5,Min 2,NA,NA,1,0,NA,NA,NA,NA,0,14,7,2018,VWD,Normal,1000000000
1224,I,Grvl,Grvl,25000,Reg,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,8,9,1990,2016,Flat,Metal,MetalSd,NA,Gd,Gd,BrkTil,N,FuseA,20000,40,20040,0,20040,3,3,1,Gd,6,Min 2,NA,NA,0,0,NA,NA,NA,Elev,0,6,11,2019,COD,Normal,1E+11
1225,I,Pave,Pave,35000,Reg,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,8,8,1996,2016,Flat,Metal,MetalSd,NA,Ex,Gd,BrkTil,Y,SBrkr,25000,40,25040,0,25040,2,3,1,Gd,7,Min 2,NA,NA,0,0,NA,NA,NA,Elev,0,28,4,2019,WD,Normal,1.5E+11
1226,RL,Grvl,Grvl,120,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,8,7,1997,2016,Gambrel,ClyTile,AsbShng,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,0,185,3,3,1,Gd,6,Min 1,Attchd,Fin,1,15,Ex,Ex,MnPrv,NA,0,15,12,2018,CWD,Normal,2500000000
1227,RM,Pave,Pave,180,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,8,6,1996,2016,Gambrel,ClyTile,AsphShn,NA,Ex,Gd,BrkTil,Y,SBrkr,165,165,330,0,315,4,3,1,Gd,5,Min 1,Attchd,RFn,1,15,Gd,Gd,GdWo,NA,0,5,5,2019,VWD,Normal,3000000000
1228,RP,Grvl,Grvl,200,IR2,Lvl,AllPub,Gtl,DPK,Norm,Feedr,2,9,5,1978,2018,Gambrel,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,FuseA,185,185,370,0,355,3,3,1,Ex,6,Min 1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,13,3,2020,COD,Normal,4000000000
1229,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,9,6,1978,2020,Flat,Membran,BrkFace,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,2,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,26,5,2019,WD,Normal,360000000
1230,RH,Pave,NA,15,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,9,7,1989,2020,Flat,Membran,CBlock,NA,Gd,Gd,PConc,N,FuseA,15,0,15,0,15,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,2,3,2018,CWD,Normal,310000000
1231,RL,Pave,Pave,120,IR2,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,9,8,1996,2016,Gambrel,ClyTile,CemntBd,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,0,164,4,3,1,Gd,5,Typ,Detchd,RFn,2,36,Gd,Gd,MnPrv,Shed,0,8,5,2020,VWD,Normal,2500000000
1232,RL,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,9,9,1994,2014,Gambrel,ClyTile,HdBoard,NA,Gd,Gd,BrkTil,N,FuseA,170,170,340,0,304,3,3,1,Ex,6,Typ,Attchd,Fin,2,36,Gd,Gd,MnPrv,Shed,0,4,10,2019,COD,Normal,3000000000
1233,RM,Pave,Pave,200,IR2,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,9,8,1992,2015,Gambrel,ClyTile,ImStucc,NA,Ex,Gd,BrkTil,Y,SBrkr,180,180,360,0,324,2,3,1,Gd,7,Typ,carport,RFn,2,36,Gd,Gd,MnPrv,Shed,0,1,9,2018,WD,Normal,4000000000
